indikator,jahr,region,region_typ,gruppe,gruppe_typ,wert,einheit,quelle
wahlbeteiligung,2025,Hessen,land,gesamt,gesamt,83.112,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Hessen,land,gesamt,gesamt,76.217,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,SPD,partei,18.362,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,SPD,partei,27.57,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,CDU,partei,28.872,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,CDU,partei,22.828,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,GRÜNE,partei,12.609,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,GRÜNE,partei,15.796,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,FDP,partei,5.05,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,FDP,partei,12.773,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,AfD,partei,17.783,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,AfD,partei,8.815,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Die Linke,partei,8.687,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Die Linke,partei,4.32,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,FREIE WÄHLER,partei,1.3,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,FREIE WÄHLER,partei,1.701,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Tierschutzpartei,partei,1.243,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Tierschutzpartei,partei,1.486,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Die PARTEI,partei,0.506,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Die PARTEI,partei,0.896,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,Volt,partei,0.881,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Volt,partei,0.584,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,PdH,partei,0.084,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,PdH,partei,0.108,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,MLPD,partei,0.033,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,MLPD,partei,0.027,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,BÜNDNIS DEUTSCHLAND,partei,0.16,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Hessen,land,BSW,partei,4.431,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,dieBasis,partei,1.306,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Bündnis C,partei,0.134,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Team Todenhöfer,partei,0.663,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,ÖDP,partei,0.112,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,Verjüngungsforschung,partei,0.148,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Hessen,land,PIRATEN,partei,0.398,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Thüringen,land,gesamt,gesamt,80.696,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Thüringen,land,gesamt,gesamt,74.937,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,AfD,partei,38.555,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,AfD,partei,23.973,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,SPD,partei,8.754,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,SPD,partei,23.436,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,CDU,partei,18.583,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,CDU,partei,16.872,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,Die Linke,partei,15.156,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,Die Linke,partei,11.439,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,FDP,partei,2.816,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,FDP,partei,9.035,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,GRÜNE,partei,4.236,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,GRÜNE,partei,6.579,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,FREIE WÄHLER,partei,1.557,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,FREIE WÄHLER,partei,2.146,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,Volt,partei,0.528,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,Volt,partei,0.282,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,MLPD,partei,0.132,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,MLPD,partei,0.203,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,BÜNDNIS DEUTSCHLAND,partei,0.261,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Thüringen,land,BSW,partei,9.422,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,dieBasis,partei,1.596,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,Team Todenhöfer,partei,0.198,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,MENSCHLICHE WELT,partei,0.269,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,ÖDP,partei,0.194,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,PdH,partei,0.107,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,Die PARTEI,partei,1.266,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,Tierschutzpartei,partei,1.5,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Thüringen,land,PIRATEN,partei,0.497,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Rheinland-Pfalz,land,gesamt,gesamt,82.951,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Rheinland-Pfalz,land,gesamt,gesamt,77.195,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,SPD,partei,18.64,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,SPD,partei,29.37,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,CDU,partei,30.641,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,CDU,partei,24.7,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,GRÜNE,partei,10.348,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,GRÜNE,partei,12.559,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,FDP,partei,4.594,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,FDP,partei,11.672,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,AfD,partei,20.09,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,AfD,partei,9.22,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,FREIE WÄHLER,partei,2.095,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,FREIE WÄHLER,partei,3.616,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,Die Linke,partei,6.521,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,Die Linke,partei,3.261,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,Tierschutzpartei,partei,1.271,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,Tierschutzpartei,partei,1.532,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,Die PARTEI,partei,0.461,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,Die PARTEI,partei,0.893,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,Volt,partei,0.759,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,Volt,partei,0.476,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,ÖDP,partei,0.167,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,ÖDP,partei,0.243,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,MLPD,partei,0.023,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,MLPD,partei,0.02,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,BÜNDNIS DEUTSCHLAND,partei,0.156,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Rheinland-Pfalz,land,BSW,partei,4.234,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,dieBasis,partei,1.23,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,Team Todenhöfer,partei,0.367,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,PdH,partei,0.098,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Rheinland-Pfalz,land,PIRATEN,partei,0.408,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Bayern,land,gesamt,gesamt,84.337,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Bayern,land,gesamt,gesamt,79.946,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,CSU,partei,37.18,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,CSU,partei,31.736,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,SPD,partei,11.549,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,SPD,partei,17.979,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,GRÜNE,partei,12.01,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,GRÜNE,partei,14.104,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,FDP,partei,4.18,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,FDP,partei,10.548,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,AfD,partei,19.013,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,AfD,partei,8.98,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,FREIE WÄHLER,partei,4.338,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,FREIE WÄHLER,partei,7.487,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,Die Linke,partei,5.732,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,Die Linke,partei,2.785,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,dieBasis,partei,0.362,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,dieBasis,partei,1.743,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,Tierschutzpartei,partei,0.776,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,Tierschutzpartei,partei,1.069,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,Die PARTEI,partei,0.383,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,Die PARTEI,partei,0.712,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,ÖDP,partei,0.419,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,ÖDP,partei,0.675,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,BP,partei,0.154,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,BP,partei,0.433,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,Volt,partei,0.636,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,Volt,partei,0.283,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,PdH,partei,0.069,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,PdH,partei,0.088,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,MLPD,partei,0.021,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,MLPD,partei,0.017,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,BÜNDNIS DEUTSCHLAND,partei,0.087,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Bayern,land,BSW,partei,3.092,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,Bündnis C,partei,0.074,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,Team Todenhöfer,partei,0.325,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,Verjüngungsforschung,partei,0.113,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Bayern,land,PIRATEN,partei,0.342,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Baden-Württemberg,land,gesamt,gesamt,83.389,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Baden-Württemberg,land,gesamt,gesamt,77.771,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,CDU,partei,31.604,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,CDU,partei,24.835,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,SPD,partei,14.154,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,SPD,partei,21.647,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,GRÜNE,partei,13.634,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,GRÜNE,partei,17.181,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,FDP,partei,5.631,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,FDP,partei,15.262,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,AfD,partei,19.786,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,AfD,partei,9.603,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,Die Linke,partei,6.764,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,Die Linke,partei,3.309,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,dieBasis,partei,0.344,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,dieBasis,partei,1.932,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,FREIE WÄHLER,partei,1.359,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,FREIE WÄHLER,partei,1.741,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,Tierschutzpartei,partei,0.88,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,Tierschutzpartei,partei,1.256,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,Die PARTEI,partei,0.442,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,Die PARTEI,partei,0.901,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,Volt,partei,0.772,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,Volt,partei,0.347,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,ÖDP,partei,0.193,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,ÖDP,partei,0.296,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,Bündnis C,partei,0.185,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,Bündnis C,partei,0.212,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,MLPD,partei,0.037,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,MLPD,partei,0.038,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,BÜNDNIS DEUTSCHLAND,partei,0.117,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Baden-Württemberg,land,BSW,partei,4.098,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,Team Todenhöfer,partei,0.45,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,PdH,partei,0.114,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,Verjüngungsforschung,partei,0.119,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Baden-Württemberg,land,PIRATEN,partei,0.362,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2025,Saarland,land,gesamt,gesamt,82.442,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
wahlbeteiligung,2021,Saarland,land,gesamt,gesamt,77.323,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,SPD,partei,21.866,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,SPD,partei,37.265,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,CDU,partei,26.865,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,CDU,partei,23.556,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,FDP,partei,4.289,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,FDP,partei,11.495,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,AfD,partei,21.559,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,AfD,partei,10.046,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,Die Linke,partei,7.35,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,Die Linke,partei,7.17,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,Tierschutzpartei,partei,2.045,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,Tierschutzpartei,partei,2.829,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,FREIE WÄHLER,partei,1.413,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,FREIE WÄHLER,partei,2.048,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,Volt,partei,0.62,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,Volt,partei,0.701,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,PIRATEN,partei,0.292,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,PIRATEN,partei,0.596,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,MLPD,partei,0.051,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,MLPD,partei,0.062,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,BÜNDNIS DEUTSCHLAND,partei,0.248,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,GRÜNE,partei,7.232,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2025,Saarland,land,BSW,partei,6.17,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,dieBasis,partei,1.415,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,Team Todenhöfer,partei,0.398,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,ÖDP,partei,0.441,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
stimmenanteil,2021,Saarland,land,Die PARTEI,partei,1.739,%,"Bundeswahlleiterin, BTW 2025 (kerg2)"
